,Unnamed: 0,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
108,108,R-S-1054,2017-11-29,00:58:34,Mia White Sweater Dress - M / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,23.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,20.0,23.0,Dress,11,2017
109,109,R-S-1055,2017-11-29,01:06:55,Black Quilted Draped Vest - Black / One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,133.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,130.0,133.0,Vest,11,2017
110,110,R-S-1055,2017-11-29,01:06:55,Cape Jacket - M / White,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,11,2017
111,111,R-S-1055,2017-11-29,01:06:55,Tulle Skirt - Cream / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Skirt,11,2017
112,112,R-S-1056,2017-11-29,10:07:26,Hi-Lo Top - White / L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,11,2017
113,113,R-S-1056,2017-11-29,10:07:26,Wide Pants - Military / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,43.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,40.0,43.0,Pants,11,2017
114,114,R-S-1057,2017-11-29,10:23:28,Dust Pink Phantom Co-ord - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,205.0,Custom,0.0,Low,30.0,KW,Aramex,Web,175.0,205.0,Sweat Pants,11,2017
115,115,R-S-1057,2017-11-29,10:23:28,Emerald Quilted Draped Vest - Emerald / One Size,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,KW,Local shipping,Web,0.0,0.0,Vest,11,2017
116,116,R-S-1057,2017-11-29,10:23:28,Scarlet Vest - Red / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,KW,Local shipping,Web,0.0,0.0,Vest,11,2017
117,117,R-S-1057,2017-11-29,10:23:28,Striped Vest,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,KW,Local shipping,Web,0.0,0.0,Vest,11,2017
118,118,R-S-1058,2017-11-29,14:13:29,Mia Silk Sweater Dress - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,KW,Local shipping,Web,0.0,0.0,Dress,11,2017
119,119,R-S-1058,2017-11-29,14:13:29,Quilted Cardigan - Emerald / One Size,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,0.0,Custom,0.0,0,0.0,KW,Local shipping,Web,0.0,0.0,Cardigan,11,2017
120,120,R-S-1058,2017-11-29,14:13:29,Striped Blue Shirtdress - M / Blue,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,103.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,100.0,103.0,Shirtdress,11,2017
121,121,R-S-1059,2017-11-29,23:54:13,Black Sweatdress with Pearls - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,60.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatdress,11,2017
122,122,R-S-1059,2017-11-29,23:54:13,Phantom Top With Lace,No,Cancelled,USD,Paid,Unfulfilled,Pending,70.0,1,1,0.0,Checkout,0.0,Low,30.0,FR,Aramex,Web,130.0,160.0,Top,11,2017
123,123,R-S-1060,2017-11-30,00:05:39,Mint Jaquard Dress - M,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,30.0,1,1,0.0,Checkout,0.0,0,0.0,FR,Local shipping,Web,0.0,0.0,Dress,11,2017
124,124,R-S-1060,2017-11-30,00:05:39,Oversized Quilted Sweater Dress-Emerald - One Size,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,40.0,1,1,0.0,Checkout,0.0,0,0.0,FR,Local shipping,Web,0.0,0.0,Dress,11,2017
125,125,R-S-1060,2017-11-30,00:05:39,Tulle Overlay Top - M,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,18.0,1,1,0.0,Checkout,0.0,0,0.0,FR,Local shipping,Web,0.0,0.0,Top,11,2017
126,126,R-S-1060,2017-11-30,00:05:39,White Oversized Maxi Dress - M / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,150.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,147.0,150.0,Dress,11,2017
127,127,R-S-1060,2017-11-30,00:05:39,White Ruffle Dress - M / White,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,11,2017
128,128,R-S-1061,2017-11-30,11:43:34,Black Jersey With Shirt Detail - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,11,2017
129,129,R-S-1061,2017-11-30,11:43:34,Hi-Lo White Top - M,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,53.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,50.0,53.0,Top,11,2017
130,130,R-S-1062,2017-11-30,14:08:38,Diana Sweat Pants - M / Pink,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,103.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,100.0,103.0,Pants,11,2017
131,131,R-S-1062,2017-11-30,14:08:38,Mia Black Sweater Dress - M / Black,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,11,2017
132,132,R-S-1062,2017-11-30,14:08:38,Mia White Sweater Dress - M / White,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,11,2017
133,133,R-S-1062,2017-11-30,14:08:38,Silk Jersey Dress - M / Black,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,11,2017
134,134,R-S-1063,2017-11-30,17:18:43,Oversized Quilted Sweater Dress-Emerald - One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,143.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,140.0,143.0,Dress,11,2017
135,135,R-S-1063,2017-11-30,17:18:43,Sally Skirt - Multi / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Skirt,11,2017
136,136,R-S-1063,2017-11-30,17:18:43,White Midi Crepe Top - White / S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,11,2017
137,137,R-S-1064,2017-11-30,20:40:44,Black Ribbon Dress - M / Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,38.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,35.0,38.0,Dress,11,2017
138,138,R-S-1065,2017-12-01,00:16:06,Basic Black Skirt - Black / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Skirt,12,2017
139,139,R-S-1065,2017-12-01,00:16:06,Black Cross Shirt - M,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,53.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,50.0,53.0,Sweat Pants,12,2017
140,140,R-S-1066,2017-12-01,00:34:10,Pink Milly Top - Pink / L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,12,2017
141,141,R-S-1066,2017-12-01,00:34:10,White Milly Top - White / M,No,Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,73.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,70.0,73.0,Top,12,2017
142,142,R-S-1067,2017-12-01,00:34:18,Oversized Jumper Dress - M / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,18.0,1,1,61.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,58.0,61.0,Dress,12,2017
143,143,R-S-1067,2017-12-01,00:34:18,Quilted Sweater Dress with Silk Detail - Black / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
144,144,R-S-1068,2017-12-02,01:54:04,Mia White Sweater Dress - M / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,23.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,20.0,23.0,Dress,12,2017
145,145,R-S-1069,2017-12-02,13:38:21,Black Quilted Draped Vest - Black / One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,183.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,180.0,183.0,Vest,12,2017
146,146,R-S-1069,2017-12-02,13:38:21,Blue Shiny Kaftan - OS,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,150.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Kaftan,12,2017
147,147,R-S-1070,2017-12-02,19:48:41,Basic Pink Midi Top - Pink / S,No,Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,63.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,60.0,63.0,Top,12,2017
148,148,R-S-1070,2017-12-02,19:48:41,Basic White Shirtdress - S / White / Short,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
149,149,R-S-1070,2017-12-02,19:48:41,Diana Sweat Pants - S / Pink,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
150,150,R-S-1071,2017-12-02,22:09:56,Mia Sweatsuit - M / Navy,No,Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,43.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,40.0,43.0,Sweatsuit,12,2017
151,151,R-S-1072,2017-12-03,22:52:28,Pink Bomber Ensemble - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,120.0,1,1,123.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,120.0,123.0,Ensemble,12,2017
152,152,R-S-1073,2017-12-04,10:41:08,Mia Black Sweater Dress - M / Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,23.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,20.0,23.0,Dress,12,2017
153,153,R-S-1074,2017-12-04,15:54:02,Joe Military Shirt Dress - Military / M,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,28.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,25.0,28.0,Dress,12,2017
154,154,R-S-1075,2017-12-04,21:58:44,Mia Black Sweater Dress - L / Black,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
155,155,R-S-1075,2017-12-04,21:58:44,Mia White Sweater Dress - L / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,43.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,40.0,43.0,Dress,12,2017
156,156,R-S-1076,2017-12-05,15:32:08,Black Slim Sweat Pants - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,18.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,15.0,18.0,Pants,12,2017
157,157,R-S-1077,2017-12-05,20:52:42,Dust Pink Phantom Co-ord - S,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,83.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,80.0,83.0,Sweat Pants,12,2017
158,158,R-S-1078,2017-12-05,21:00:12,Pink Bomber Ensemble - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,120.0,1,1,0.0,Checkout,0.0,Low,30.0,AZ,Aramex,Web,120.0,150.0,Ensemble,12,2017
159,159,R-S-1079,2017-12-05,21:31:38,Black & White Ribbon Dress - M / Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,38.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,35.0,38.0,Dress,12,2017
160,160,R-S-1080,2017-12-05,22:29:07,Blue Flare Shirtdress - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
161,161,R-S-1080,2017-12-05,22:29:07,Dust Pink Phantom Co-ord - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,153.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,150.0,153.0,Sweat Pants,12,2017
162,162,R-S-1081,2017-12-05,22:30:24,Dust Pink Phantom Co-ord - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,83.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,80.0,83.0,Sweat Pants,12,2017
163,163,R-S-1082,2017-12-05,22:57:34,Oxblood Co-ord Set - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,100.0,1,1,103.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,100.0,103.0,Set,12,2017
164,164,R-S-1083,2017-12-05,23:23:15,Emerald Quilted Draped Vest - Emerald / One Size,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,33.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,30.0,33.0,Vest,12,2017
165,165,R-S-1084,2017-12-05,23:24:46,Mia Black Sweater Dress - L / Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,23.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,20.0,23.0,Dress,12,2017
166,166,R-S-1085,2017-12-06,00:19:40,Pink Velour Sleeve Sweat Dress - OS,No,Cancelled,USD,Voided,Unfulfilled,Pending,55.0,1,1,58.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,55.0,58.0,Dress,12,2017
167,167,R-S-1086,2017-12-06,17:21:49,Oversized Jumper Dress - M / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,18.0,1,1,51.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,48.0,51.0,Dress,12,2017
168,168,R-S-1086,2017-12-06,17:21:49,White Phantom Dress - White / One Size,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
169,169,R-S-1087,2017-12-06,17:24:19,Dust Pink Phantom Co-ord - S,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,83.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,80.0,83.0,Sweat Pants,12,2017
170,170,R-S-1088,2017-12-07,12:47:26,Pastel Blue Velour Pants - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
171,171,R-S-1088,2017-12-07,12:47:26,Velour Bomber Jacket - M,No,Cancelled,USD,Voided,Unfulfilled,Pending,65.0,1,1,133.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,130.0,133.0,Jacket,12,2017
172,172,R-S-1089,2017-12-07,14:41:02,White Midi Crepe Top - White / S,No,Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,33.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,30.0,33.0,Top,12,2017
173,173,R-S-1090,2017-12-09,15:46:26,Hi-Lo Top - White / L,No,Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,43.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,40.0,43.0,Top,12,2017
174,174,R-S-1090,2017-12-09,15:46:26,Wide Pants - Military / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
175,175,R-S-1091,2017-12-10,16:42:28,Basic White Shirtdress - S / White / Short,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
176,176,R-S-1091,2017-12-10,16:42:28,Black & White Ribbon Dress - S / Black,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
177,177,R-S-1091,2017-12-10,16:42:28,Blue Checked Longline Jacket - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,12,2017
178,178,R-S-1091,2017-12-10,16:42:28,Emerald Quilted Draped Vest - Emerald / One Size,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Vest,12,2017
179,179,R-S-1091,2017-12-10,16:42:28,Red Milly Top - Red / S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,12,2017
180,180,R-S-1091,2017-12-10,16:42:28,Striped Navy Shirtdress - M / Blue,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,218.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,215.0,218.0,Shirtdress,12,2017
181,181,R-S-1091,2017-12-10,16:42:28,White Milly Top - White / M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,12,2017
182,182,R-S-1092,2017-12-11,13:25:14,Dust Pink Phantom Co-ord - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2017
183,183,R-S-1092,2017-12-11,13:25:14,Oxblood Co-ord Set - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,100.0,1,1,183.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,180.0,183.0,Set,12,2017
184,184,R-S-1093,2017-12-11,13:39:45,Diana Sweat Pants - M / Pink,No,Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,63.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,60.0,63.0,Pants,12,2017
185,185,R-S-1093,2017-12-11,13:39:45,Oversized Diana Sweater Dress - M / White,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
186,186,R-S-1094,2017-12-11,16:14:05,Black Ruffle Dress - M / Black,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,29.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
187,187,R-S-1094,2017-12-11,16:14:05,White Ruffle Dress - S / White,No,Cancelled,USD,Voided,Unfulfilled,Pending,29.0,1,1,61.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,58.0,61.0,Dress,12,2017
188,188,R-S-1095,2017-12-11,17:15:05,Black Ruffle Dress - S / Black,No,Cancelled,USD,Voided,Unfulfilled,Pending,29.0,1,1,32.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,29.0,32.0,Dress,12,2017
189,189,R-S-1096,2017-12-11,17:17:22,Burgundy Knitted Jumper Dress,No,Cancelled,USD,Voided,Unfulfilled,Pending,55.0,1,1,208.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,205.0,208.0,Dress,12,2017
190,190,R-S-1096,2017-12-11,17:17:22,Grey Maxi Knitted Dress,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
191,191,R-S-1096,2017-12-11,17:17:22,Relaxed Beige Woolen Jacket,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,12,2017
192,192,R-S-1097,2017-12-11,17:21:34,White Milly Top - White / S,No,Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,38.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,35.0,38.0,Top,12,2017
193,193,R-S-1098,2017-12-11,17:22:29,Dust Pink Phantom Co-ord - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,83.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,80.0,83.0,Sweat Pants,12,2017
194,194,R-S-1099,2017-12-13,11:34:56,Checked Suit - L,No,Cancelled,USD,Voided,Unfulfilled,Pending,200.0,1,1,203.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,200.0,203.0,Suit,12,2017
195,195,R-S-1100,2017-12-13,12:24:37,Basic Long Blue Shirtdress - L / Blue,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
196,196,R-S-1100,2017-12-13,12:24:37,Oversized Cotton Jersey Dress,No,Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,93.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,90.0,93.0,Dress,12,2017
197,197,R-S-1101,2017-12-13,13:58:35,Black Slim Sweat Pants - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
198,198,R-S-1101,2017-12-13,13:58:35,Blue Sleeveles Shirtdress - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
199,199,R-S-1101,2017-12-13,13:58:35,Burgundy Phantom Top,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,30.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Top,12,2017
200,200,R-S-1101,2017-12-13,13:58:35,Relaxed Beige Woolen Jacket,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,70.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,12,2017
201,201,R-S-1101,2017-12-13,13:58:35,Rosue Gown - M,No,Cancelled,USD,Voided,Unfulfilled,Pending,400.0,1,1,538.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,535.0,538.0,Gown,12,2017
202,202,R-S-1102,2017-12-13,14:08:18,Grey Maxi Knitted Dress,No,Cancelled,USD,Voided,Unfulfilled,Pending,80.0,1,1,83.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,80.0,83.0,Dress,12,2017
203,203,R-S-1103,2017-12-13,21:04:27,Blue Velour Sleeve Sweat Dress - OS,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,55.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
204,204,R-S-1103,2017-12-13,21:04:27,Emerald Bell Sleeve Coat - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,90.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Coat,12,2017
205,205,R-S-1103,2017-12-13,21:04:27,Quilted Puff Sleeve Sweatdress,No,Cancelled,USD,Paid,Unfulfilled,Pending,60.0,1,1,0.0,Checkout,0.0,Low,45.0,TR,Aramex,Web,205.0,250.0,Sweatdress,12,2017
206,206,R-S-1104,2017-12-15,13:09:36,Belted Blue Shirtdress - M / Blue,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,25.0,1,1,0.0,Checkout,0.0,0,0.0,TR,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
207,207,R-S-1104,2017-12-15,13:09:36,Regal Blue Velour Pants - L,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,65.0,1,1,0.0,Checkout,0.0,0,0.0,TR,Local shipping,Web,0.0,0.0,Pants,12,2017
208,208,R-S-1104,2017-12-15,13:09:36,Regal Blue Velour Robe Dress - L,No,Not Cancelled,USD,Paid,Unfulfilled,Pending,100.0,1,1,0.0,Checkout,0.0,0,0.0,TR,Local shipping,Web,0.0,0.0,Dress,12,2017
209,209,R-S-1104,2017-12-15,13:09:36,White Sweatdress with Pink Pearls - M,No,Cancelled,USD,Voided,Unfulfilled,Pending,60.0,1,1,253.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,250.0,253.0,Sweatdress,12,2017
210,210,R-S-1105,2017-12-15,13:17:01,Basic Long Blue Shirtdress - M / Blue,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
211,211,R-S-1105,2017-12-15,13:17:01,Belted Blue Shirtdress - M / Blue,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Shirtdress,12,2017
212,212,R-S-1105,2017-12-15,13:17:01,Black Slim Sweat Pants - L,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
213,213,R-S-1105,2017-12-15,13:17:01,Black Sweat Pants - M,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,15.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
214,214,R-S-1105,2017-12-15,13:17:01,Blue Grosgrain Longline Jacket - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,40.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Jacket,12,2017
215,215,R-S-1105,2017-12-15,13:17:01,Oversized Diana Sweater Dress - S / White,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Dress,12,2017
216,216,R-S-1105,2017-12-15,13:17:01,Striped Navy Shirtdress - M / Blue,No,Cancelled,USD,Voided,Unfulfilled,Pending,20.0,1,1,173.0,Custom,0.0,Low,3.0,LB,Local shipping,Web,170.0,173.0,Shirtdress,12,2017
217,217,R-S-1106,2017-12-15,13:30:09,Diana Sweat Pants - L / Pink,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Pants,12,2017
